Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,24.79589080810547,0.8690181374549866,0.1660611480474472,23356845,1575279
c3,24.7979736328125,0.8689539432525635,0.1663508862257003,22581313,1524479
