Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,21.82156181335449,0.8018721342086792,0.2261585742235183,13574127,903114
c3,21.78070640563965,0.8013888597488403,0.227241113781929,12132748,800520
