Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,25.923412322998047,0.9519783854484558,0.0409600287675857,4232299,284407
c3,25.93257713317871,0.9521324038505554,0.040955301374197,3780162,249809
