Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,35.170494079589844,0.985430896282196,0.0135310404002666,3999183,259757
c3,35.31953430175781,0.9855812191963196,0.0135091189295053,3632309,233583
