Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,29.6142807006836,0.9578776359558104,0.0391053222119808,4089484,246620
c3,29.622821807861328,0.957996666431427,0.0390996821224689,3728777,219233
