Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,34.54008102416992,0.9865384697914124,0.0125178340822458,3312392,215378
c3,34.56874084472656,0.9866227507591248,0.0124640436843037,2963111,185517
