Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,35.08749771118164,0.9906839728355408,0.0071431840769946,3337749,216517
c3,35.099056243896484,0.9907253384590148,0.0071099116466939,2929300,185517
