Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,30.0438232421875,0.9067272543907166,0.249635711312294,32951764,2323621
c3,30.00995826721192,0.9065651297569276,0.2497373968362808,29081158,2036892
