Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,28.95893669128418,0.8999471664428711,0.2530416250228882,29191453,2009040
c3,28.95832252502441,0.9001345038414001,0.2534558475017547,28942042,2009040
