Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,25.79352188110352,0.7352617979049683,0.288483589887619,42033059,3119253
c3,25.80280113220215,0.7358466386795044,0.2878568470478058,37121600,2729317
