Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,26.394588470458984,0.8293781876564026,0.1670308113098144,48547392,3526158
c3,26.393733978271484,0.8300039172172546,0.1666193604469299,42940340,3096294
