Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,30.70229148864746,0.9218162298202516,0.134430319070816,18333603,1229851
c3,30.714494705200195,0.9219936728477478,0.1344401538372039,16485103,1086882
