Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,31.728412628173828,0.9222729206085204,0.2116903662681579,16224496,1271548
c3,31.723520278930664,0.9222372770309448,0.2123302370309829,15014054,1109397
