Submethod,PSNR,SSIM,LPIPS,Size [Bytes],#Gaussians
c1,28.54910659790039,0.9043939113616944,0.2018012851476669,13988733,990100
c3,28.59476089477539,0.9048532247543336,0.2005953788757324,12598532,877602
